periodo_denuncia,anio_denuncia,fecha_descarga,distrito_fiscal,especialidad,tipo_caso,generico,subgenerico,articulo,des_articulo,cantidad,ubigeo_pjfs,dpto_pjfs,prov_pjfs,dist_pjfs,fecha_corte
ENERO - MAYO,2023,06/06/2023,CUSCO,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,APROPIACION ILICITA,193,Apropiación de prenda,1,080108,CUSCO,CUSCO,WANCHAQ,19/06/2023
ENERO - MAYO,2023,06/06/2023,CUSCO,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,CONTRA EL PATRIMONIO (Sin especificar delito subgenérico),S/Art,CONTRA EL PATRIMONIO,2,080108,CUSCO,CUSCO,WANCHAQ,19/06/2023
ENERO - MAYO,2023,06/06/2023,CUSCO,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,DAÑOS,205,Daño simple,444,080108,CUSCO,CUSCO,WANCHAQ,19/06/2023
ENERO - MAYO,2023,06/06/2023,CUSCO,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,DAÑOS,206,Formas agravadas,74,080108,CUSCO,CUSCO,WANCHAQ,19/06/2023
ENERO - MAYO,2023,06/06/2023,CUSCO,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,DAÑOS,206-A,Abandono y actos de crueldad contra animales domésticos y silvestres,15,080108,CUSCO,CUSCO,WANCHAQ,19/06/2023
ENERO - MAYO,2023,06/06/2023,CUSCO,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,DAÑOS,S/Art,DAÑOS,25,080108,CUSCO,CUSCO,WANCHAQ,19/06/2023
ENERO - MAYO,2023,06/06/2023,CUSCO,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,ESTAFA Y OTRAS DEFRAUDACIONES,196,Estafa,547,080108,CUSCO,CUSCO,WANCHAQ,19/06/2023
ENERO - MAYO,2023,06/06/2023,CUSCO,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,ESTAFA Y OTRAS DEFRAUDACIONES,196-A,Estafa agravada,85,080108,CUSCO,CUSCO,WANCHAQ,19/06/2023
ENERO - MAYO,2023,06/06/2023,CUSCO,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,ESTAFA Y OTRAS DEFRAUDACIONES,197,Casos de defraudación,15,080108,CUSCO,CUSCO,WANCHAQ,19/06/2023
ENERO - MAYO,2023,06/06/2023,CUSCO,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,ESTAFA Y OTRAS DEFRAUDACIONES,S/Art,ESTAFA Y OTRAS DEFRAUDACIONES,2,080108,CUSCO,CUSCO,WANCHAQ,19/06/2023
ENERO - MAYO,2023,06/06/2023,CUSCO,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,EXTORSION,200,Extorsión.,95,080108,CUSCO,CUSCO,WANCHAQ,19/06/2023
ENERO - MAYO,2023,06/06/2023,CUSCO,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,EXTORSION,201,Chantaje,5,080108,CUSCO,CUSCO,WANCHAQ,19/06/2023
ENERO - MAYO,2023,06/06/2023,CUSCO,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,FRAUDE EN LA ADMINISTR. DE PERS. JURID.,198,Administración fraudulenta,11,080108,CUSCO,CUSCO,WANCHAQ,19/06/2023
ENERO - MAYO,2023,06/06/2023,CUSCO,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,HURTO,185,Hurto simple,1038,080108,CUSCO,CUSCO,WANCHAQ,19/06/2023
ENERO - MAYO,2023,06/06/2023,CUSCO,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,HURTO,186,Hurto agravado,1120,080108,CUSCO,CUSCO,WANCHAQ,19/06/2023
ENERO - MAYO,2023,06/06/2023,CUSCO,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,HURTO,187,Hurto de uso,6,080108,CUSCO,CUSCO,WANCHAQ,19/06/2023
ENERO - MAYO,2023,06/06/2023,CUSCO,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,HURTO,S/Art,HURTO,35,080108,CUSCO,CUSCO,WANCHAQ,19/06/2023
ENERO - MAYO,2023,06/06/2023,CUSCO,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,RECEPTACION,194,Receptación.,181,080108,CUSCO,CUSCO,WANCHAQ,19/06/2023
ENERO - MAYO,2023,06/06/2023,CUSCO,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,RECEPTACION,195,Formas agravadas,20,080108,CUSCO,CUSCO,WANCHAQ,19/06/2023
ENERO - MAYO,2023,06/06/2023,CUSCO,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,RECEPTACION,S/Art,RECEPTACIÓN,2,080108,CUSCO,CUSCO,WANCHAQ,19/06/2023
ENERO - MAYO,2023,06/06/2023,CUSCO,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,ROBO,188,Robo.,120,080108,CUSCO,CUSCO,WANCHAQ,19/06/2023
ENERO - MAYO,2023,06/06/2023,CUSCO,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,ROBO,189,Robo agravado,296,080108,CUSCO,CUSCO,WANCHAQ,19/06/2023
ENERO - MAYO,2023,06/06/2023,CUSCO,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,ROBO,S/Art,ROBO,4,080108,CUSCO,CUSCO,WANCHAQ,19/06/2023
ENERO - MAYO,2023,06/06/2023,CUSCO,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,USURPACION,202,Usurpación.,294,080108,CUSCO,CUSCO,WANCHAQ,19/06/2023
ENERO - MAYO,2023,06/06/2023,CUSCO,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,USURPACION,203,Desvío ilegal del curso de las aguas,1,080108,CUSCO,CUSCO,WANCHAQ,19/06/2023
ENERO - MAYO,2023,06/06/2023,CUSCO,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,USURPACION,204,Formas agravadas de usurpación,149,080108,CUSCO,CUSCO,WANCHAQ,19/06/2023
ENERO - MAYO,2023,06/06/2023,CUSCO,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,USURPACION,S/Art,USURPACIÓN,30,080108,CUSCO,CUSCO,WANCHAQ,19/06/2023
ENERO - MAYO,2023,06/06/2023,CUSCO,PENAL,DENUNCIA,CONTRA EL PATRIMONIO CULTURAL,CONTRA LOS BIENES CULTURALES,226,Atentados contra monumentos arqueológicos,28,080108,CUSCO,CUSCO,WANCHAQ,19/06/2023
ENERO - MAYO,2023,06/06/2023,CUSCO,PENAL,DENUNCIA,CONTRA EL PATRIMONIO CULTURAL,CONTRA LOS BIENES CULTURALES,228,Extracción ilegal de bienes culturales,3,080108,CUSCO,CUSCO,WANCHAQ,19/06/2023
ENERO - MAYO,2023,06/06/2023,CUSCO,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR FUNCIONARIOS PUBLICOS,376,Abuso de autoridad,97,080108,CUSCO,CUSCO,WANCHAQ,19/06/2023
ENERO - MAYO,2023,06/06/2023,CUSCO,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR FUNCIONARIOS PUBLICOS,376-B,Otorgamiento ilegítimo de derechos sobre inmuebles (abuso de autoridad),2,080108,CUSCO,CUSCO,WANCHAQ,19/06/2023
ENERO - MAYO,2023,06/06/2023,CUSCO,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR FUNCIONARIOS PUBLICOS,377,"Omisión, rehusamiento o demora de actos funcionales (abuso de autoridad)",125,080108,CUSCO,CUSCO,WANCHAQ,19/06/2023
ENERO - MAYO,2023,06/06/2023,CUSCO,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR FUNCIONARIOS PUBLICOS,378,Denegación o deficiente apoyo policial (abuso de autoridad),1,080108,CUSCO,CUSCO,WANCHAQ,19/06/2023
ENERO - MAYO,2023,06/06/2023,CUSCO,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR FUNCIONARIOS PUBLICOS,381,Nombramiento o aceptación ilegal (abuso de autoridad),30,080108,CUSCO,CUSCO,WANCHAQ,19/06/2023
ENERO - MAYO,2023,06/06/2023,CUSCO,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR FUNCIONARIOS PUBLICOS,382,Concusión,6,080108,CUSCO,CUSCO,WANCHAQ,19/06/2023
ENERO - MAYO,2023,06/06/2023,CUSCO,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR FUNCIONARIOS PUBLICOS,383,Cobro indebido (concusión),15,080108,CUSCO,CUSCO,WANCHAQ,19/06/2023
ENERO - MAYO,2023,06/06/2023,CUSCO,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR FUNCIONARIOS PUBLICOS,384,Colusión simple y agravada (concusión),61,080108,CUSCO,CUSCO,WANCHAQ,19/06/2023
ENERO - MAYO,2023,06/06/2023,CUSCO,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR FUNCIONARIOS PUBLICOS,385,Patrocinio ilegal (concusión),1,080108,CUSCO,CUSCO,WANCHAQ,19/06/2023
ENERO - MAYO,2023,06/06/2023,CUSCO,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR FUNCIONARIOS PUBLICOS,387,Peculado doloso y culposo (peculado),166,080108,CUSCO,CUSCO,WANCHAQ,19/06/2023
ENERO - MAYO,2023,06/06/2023,CUSCO,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR FUNCIONARIOS PUBLICOS,388,Peculado de uso (peculado),14,080108,CUSCO,CUSCO,WANCHAQ,19/06/2023
ENERO - MAYO,2023,06/06/2023,CUSCO,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR FUNCIONARIOS PUBLICOS,389,Malversación (peculado),36,080108,CUSCO,CUSCO,WANCHAQ,19/06/2023
ENERO - MAYO,2023,06/06/2023,CUSCO,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR FUNCIONARIOS PUBLICOS,390,Retardo injustificado de pago (peculado),13,080108,CUSCO,CUSCO,WANCHAQ,19/06/2023
ENERO - MAYO,2023,06/06/2023,CUSCO,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR FUNCIONARIOS PUBLICOS,391,Rehusamiento a entrega de bienes depositados o puestos en custodia,1,080108,CUSCO,CUSCO,WANCHAQ,19/06/2023
ENERO - MAYO,2023,06/06/2023,CUSCO,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR FUNCIONARIOS PUBLICOS,393,Cohecho pasivo propio (corrupción de funcionarios),4,080108,CUSCO,CUSCO,WANCHAQ,19/06/2023
ENERO - MAYO,2023,06/06/2023,CUSCO,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR FUNCIONARIOS PUBLICOS,394,Cohecho pasivo impropio (corrupción de funcionarios),5,080108,CUSCO,CUSCO,WANCHAQ,19/06/2023
ENERO - MAYO,2023,06/06/2023,CUSCO,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR FUNCIONARIOS PUBLICOS,395,Cohecho pasivo específico (corrupción de funcionarios),5,080108,CUSCO,CUSCO,WANCHAQ,19/06/2023
ENERO - MAYO,2023,06/06/2023,CUSCO,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR FUNCIONARIOS PUBLICOS,395-A,Cohecho pasivo propio en el ejercicio de la función policial (corrupción de funcionarios),2,080108,CUSCO,CUSCO,WANCHAQ,19/06/2023
ENERO - MAYO,2023,06/06/2023,CUSCO,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR FUNCIONARIOS PUBLICOS,395-B,Cohecho pasivo impropio en el ejercicio de la función policial (corrupción de funcionarios),1,080108,CUSCO,CUSCO,WANCHAQ,19/06/2023
ENERO - MAYO,2023,06/06/2023,CUSCO,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR FUNCIONARIOS PUBLICOS,397,Cohecho activo genérico (corrupción de funcionarios),6,080108,CUSCO,CUSCO,WANCHAQ,19/06/2023
ENERO - MAYO,2023,06/06/2023,CUSCO,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR FUNCIONARIOS PUBLICOS,398,Cohecho activo específico (corrupción de funcionarios),3,080108,CUSCO,CUSCO,WANCHAQ,19/06/2023
ENERO - MAYO,2023,06/06/2023,CUSCO,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR FUNCIONARIOS PUBLICOS,399,Negociación incompatible o aprovechamiento indebido de cargo (corrupción de funcionarios),43,080108,CUSCO,CUSCO,WANCHAQ,19/06/2023
ENERO - MAYO,2023,06/06/2023,CUSCO,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR FUNCIONARIOS PUBLICOS,400,Tráfico de influencias (corrupción de funcionarios),3,080108,CUSCO,CUSCO,WANCHAQ,19/06/2023
ENERO - MAYO,2023,06/06/2023,CUSCO,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR FUNCIONARIOS PUBLICOS,S/Art,DELITOS COMETIDOS POR FUNCIONARIOS PUBLICO,1,080108,CUSCO,CUSCO,WANCHAQ,19/06/2023
ENERO - MAYO,2023,06/06/2023,CUSCO,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR PARTICULARES,361,Usurpación de función pública,21,080108,CUSCO,CUSCO,WANCHAQ,19/06/2023
ENERO - MAYO,2023,06/06/2023,CUSCO,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR PARTICULARES,362,Ostentación de distintivos de función o cargos que no ejerce,3,080108,CUSCO,CUSCO,WANCHAQ,19/06/2023
ENERO - MAYO,2023,06/06/2023,CUSCO,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR PARTICULARES,363,Ejercicio ilegal de profesión,6,080108,CUSCO,CUSCO,WANCHAQ,19/06/2023
ENERO - MAYO,2023,06/06/2023,CUSCO,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR PARTICULARES,365,Violencia contra la autoridad para obligarle a algo,1,080108,CUSCO,CUSCO,WANCHAQ,19/06/2023
ENERO - MAYO,2023,06/06/2023,CUSCO,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR PARTICULARES,366,Violencia contra la autoridad para impedir el ejercicio de sus funciones,5,080108,CUSCO,CUSCO,WANCHAQ,19/06/2023
ENERO - MAYO,2023,06/06/2023,CUSCO,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR PARTICULARES,367,Formas agravadas (Art. 365 y 366),3,080108,CUSCO,CUSCO,WANCHAQ,19/06/2023
ENERO - MAYO,2023,06/06/2023,CUSCO,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR PARTICULARES,368,Resistencia o desobediencia a la autoridad,586,080108,CUSCO,CUSCO,WANCHAQ,19/06/2023
ENERO - MAYO,2023,06/06/2023,CUSCO,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR PARTICULARES,368-A,"Ingreso indebido de equipos o sistema de comunicación, fotografía y/o filmación en centros de detención o reclusión",43,080108,CUSCO,CUSCO,WANCHAQ,19/06/2023
ENERO - MAYO,2023,06/06/2023,CUSCO,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR PARTICULARES,368-B,Ingreso indebido de materiales o componentes con fines de elaboración de equipos de comunicación en centros de detención o reclusión,7,080108,CUSCO,CUSCO,WANCHAQ,19/06/2023
ENERO - MAYO,2023,06/06/2023,CUSCO,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR PARTICULARES,368-D,"Posesión indebida de teléfonos celulares o, armas, municiones o materiales explosivos, inflamables, asfixiantes o tóxicos en establecimientos penitenciarios",3,080108,CUSCO,CUSCO,WANCHAQ,19/06/2023
ENERO - MAYO,2023,06/06/2023,CUSCO,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR PARTICULARES,368-E,"Ingreso indebido de armas, municiones o materiales explosivos, inflamables, asfixiantes o tóxicos en establecimientos penitenciarios",6,080108,CUSCO,CUSCO,WANCHAQ,19/06/2023
ENERO - MAYO,2023,06/06/2023,CUSCO,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR PARTICULARES,369,Violencia contra autoridades elegidas,2,080108,CUSCO,CUSCO,WANCHAQ,19/06/2023
ENERO - MAYO,2023,06/06/2023,CUSCO,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR PARTICULARES,372,Atentado contra documentos que sirven de prueba en el proceso,2,080108,CUSCO,CUSCO,WANCHAQ,19/06/2023
ENERO - MAYO,2023,06/06/2023,CUSCO,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR PARTICULARES,373,Sustracción de objetos requisados por autoridad,1,080108,CUSCO,CUSCO,WANCHAQ,19/06/2023
ENERO - MAYO,2023,06/06/2023,CUSCO,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR PARTICULARES,374,Desacato,1,080108,CUSCO,CUSCO,WANCHAQ,19/06/2023
ENERO - MAYO,2023,06/06/2023,CUSCO,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS CONTRA LA ADMINISTRACION DE JUSTICIA,402,Denuncia calumniosa,34,080108,CUSCO,CUSCO,WANCHAQ,19/06/2023
ENERO - MAYO,2023,06/06/2023,CUSCO,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS CONTRA LA ADMINISTRACION DE JUSTICIA,403,Ocultamiento de menor a las investigaciones,4,080108,CUSCO,CUSCO,WANCHAQ,19/06/2023
ENERO - MAYO,2023,06/06/2023,CUSCO,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS CONTRA LA ADMINISTRACION DE JUSTICIA,404,Encubrimiento personal,3,080108,CUSCO,CUSCO,WANCHAQ,19/06/2023
ENERO - MAYO,2023,06/06/2023,CUSCO,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS CONTRA LA ADMINISTRACION DE JUSTICIA,405,Encubrimiento real,7,080108,CUSCO,CUSCO,WANCHAQ,19/06/2023
ENERO - MAYO,2023,06/06/2023,CUSCO,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS CONTRA LA ADMINISTRACION DE JUSTICIA,407,Omisión de denuncia,3,080108,CUSCO,CUSCO,WANCHAQ,19/06/2023
ENERO - MAYO,2023,06/06/2023,CUSCO,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS CONTRA LA ADMINISTRACION DE JUSTICIA,408,Fuga del lugar del accidente de tránsito,9,080108,CUSCO,CUSCO,WANCHAQ,19/06/2023
ENERO - MAYO,2023,06/06/2023,CUSCO,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS CONTRA LA ADMINISTRACION DE JUSTICIA,409,Falsedad en juicio,6,080108,CUSCO,CUSCO,WANCHAQ,19/06/2023
ENERO - MAYO,2023,06/06/2023,CUSCO,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS CONTRA LA ADMINISTRACION DE JUSTICIA,409-A,Obstrucción de la justicia,2,080108,CUSCO,CUSCO,WANCHAQ,19/06/2023
ENERO - MAYO,2023,06/06/2023,CUSCO,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS CONTRA LA ADMINISTRACION DE JUSTICIA,410,Avocamiento ilegal de proceso en trámite,2,080108,CUSCO,CUSCO,WANCHAQ,19/06/2023
ENERO - MAYO,2023,06/06/2023,CUSCO,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS CONTRA LA ADMINISTRACION DE JUSTICIA,411,Falsa declaración en procedimiento administrativo,26,080108,CUSCO,CUSCO,WANCHAQ,19/06/2023
ENERO - MAYO,2023,06/06/2023,CUSCO,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS CONTRA LA ADMINISTRACION DE JUSTICIA,413,Evasión mediante violencia o amenaza,2,080108,CUSCO,CUSCO,WANCHAQ,19/06/2023
ENERO - MAYO,2023,06/06/2023,CUSCO,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS CONTRA LA ADMINISTRACION DE JUSTICIA,414,Favorecimiento a la fuga,2,080108,CUSCO,CUSCO,WANCHAQ,19/06/2023
ENERO - MAYO,2023,06/06/2023,CUSCO,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS CONTRA LA ADMINISTRACION DE JUSTICIA,416,Fraude procesal,21,080108,CUSCO,CUSCO,WANCHAQ,19/06/2023
ENERO - MAYO,2023,06/06/2023,CUSCO,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS CONTRA LA ADMINISTRACION DE JUSTICIA,418,Prevaricato,11,080108,CUSCO,CUSCO,WANCHAQ,19/06/2023
ENERO - MAYO,2023,06/06/2023,CUSCO,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS CONTRA LA ADMINISTRACION DE JUSTICIA,421,Patrocinio indebido de abogado o mandatario judicial (prevaricato),1,080108,CUSCO,CUSCO,WANCHAQ,19/06/2023
ENERO - MAYO,2023,06/06/2023,CUSCO,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS CONTRA LA ADMINISTRACION DE JUSTICIA,424,Omisión de ejercicio de la acción penal,2,080108,CUSCO,CUSCO,WANCHAQ,19/06/2023
ENERO - MAYO,2023,06/06/2023,CUSCO,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS CONTRA LA ADMINISTRACION DE JUSTICIA,425,Funcionario o servidor público (disposiciones comunes),1,080108,CUSCO,CUSCO,WANCHAQ,19/06/2023
ENERO - MAYO,2023,06/06/2023,CUSCO,PENAL,DENUNCIA,CONTRA LA CONF.Y.LA.BUEN.FE.EN.NEGOCIOS,ATENTADOS CONTRA EL SISTEMA CREDITICIO,209,Actos Ilícitos,2,080108,CUSCO,CUSCO,WANCHAQ,19/06/2023
ENERO - MAYO,2023,06/06/2023,CUSCO,PENAL,DENUNCIA,CONTRA LA CONF.Y.LA.BUEN.FE.EN.NEGOCIOS,LIBRAMIENTO Y COBRO INDEBIDO,215,Modalidades de libramientos indebidos,5,080108,CUSCO,CUSCO,WANCHAQ,19/06/2023
ENERO - MAYO,2023,06/06/2023,CUSCO,PENAL,DENUNCIA,CONTRA LA CONF.Y.LA.BUEN.FE.EN.NEGOCIOS,USURA,214,Usura,10,080108,CUSCO,CUSCO,WANCHAQ,19/06/2023
ENERO - MAYO,2023,06/06/2023,CUSCO,PENAL,DENUNCIA,CONTRA LA DIGNIDAD HUMANA,EXPLOTACION,129-C,Explotación sexual,5,080108,CUSCO,CUSCO,WANCHAQ,19/06/2023
ENERO - MAYO,2023,06/06/2023,CUSCO,PENAL,DENUNCIA,CONTRA LA DIGNIDAD HUMANA,EXPLOTACION,129-K,"Beneficio de la explotación sexual de niñas, niños y adolescentes",1,080108,CUSCO,CUSCO,WANCHAQ,19/06/2023
ENERO - MAYO,2023,06/06/2023,CUSCO,PENAL,DENUNCIA,CONTRA LA DIGNIDAD HUMANA,EXPLOTACION,129-M,Pornografía infantil,1,080108,CUSCO,CUSCO,WANCHAQ,19/06/2023
ENERO - MAYO,2023,06/06/2023,CUSCO,PENAL,DENUNCIA,CONTRA LA DIGNIDAD HUMANA,EXPLOTACION,129-O,Trabajo forzoso,1,080108,CUSCO,CUSCO,WANCHAQ,19/06/2023
ENERO - MAYO,2023,06/06/2023,CUSCO,PENAL,DENUNCIA,CONTRA LA DIGNIDAD HUMANA,TRATA DE PERSONAS,129-A,Trata de personas,11,080108,CUSCO,CUSCO,WANCHAQ,19/06/2023
ENERO - MAYO,2023,06/06/2023,CUSCO,PENAL,DENUNCIA,CONTRA LA DIGNIDAD HUMANA,TRATA DE PERSONAS,129-B,Formas agravadas de la Trata de Personas,1,080108,CUSCO,CUSCO,WANCHAQ,19/06/2023
ENERO - MAYO,2023,06/06/2023,CUSCO,PENAL,DENUNCIA,CONTRA LA FAMILIA,ATENTADOS CONTRA LA PATRIA POTESTAD,147,Sustracción de menor,49,080108,CUSCO,CUSCO,WANCHAQ,19/06/2023
ENERO - MAYO,2023,06/06/2023,CUSCO,PENAL,DENUNCIA,CONTRA LA FAMILIA,ATENTADOS CONTRA LA PATRIA POTESTAD,148,Inducción a la fuga de menor,31,080108,CUSCO,CUSCO,WANCHAQ,19/06/2023
ENERO - MAYO,2023,06/06/2023,CUSCO,PENAL,DENUNCIA,CONTRA LA FAMILIA,CONTRA EL ESTADO CIVIL,144,Fingimiento de embarazo o parto,1,080108,CUSCO,CUSCO,WANCHAQ,19/06/2023
ENERO - MAYO,2023,06/06/2023,CUSCO,PENAL,DENUNCIA,CONTRA LA FAMILIA,CONTRA EL ESTADO CIVIL,145,Alteración o supresión de la filiación de menor,1,080108,CUSCO,CUSCO,WANCHAQ,19/06/2023
ENERO - MAYO,2023,06/06/2023,CUSCO,PENAL,DENUNCIA,CONTRA LA FAMILIA,MATRIMONIOS ILEGALES,139,Bigamia,1,080108,CUSCO,CUSCO,WANCHAQ,19/06/2023
ENERO - MAYO,2023,06/06/2023,CUSCO,PENAL,DENUNCIA,CONTRA LA FAMILIA,OMISION DE ASISTENCIA FAMILIAR,149,Omisión de prestación de alimentos,1213,080108,CUSCO,CUSCO,WANCHAQ,19/06/2023
ENERO - MAYO,2023,06/06/2023,CUSCO,PENAL,DENUNCIA,CONTRA LA FAMILIA,OMISION DE ASISTENCIA FAMILIAR,150,Abandono de mujer gestante y en situación crítica,4,080108,CUSCO,CUSCO,WANCHAQ,19/06/2023
ENERO - MAYO,2023,06/06/2023,CUSCO,PENAL,DENUNCIA,CONTRA LA FE PUBLICA,DELITOS CONTRA LA FE PUBLICA (Sin especificar delito subgenérico),S/Art,DELITOS CONTRA LA FE PUBLICA,1,080108,CUSCO,CUSCO,WANCHAQ,19/06/2023
ENERO - MAYO,2023,06/06/2023,CUSCO,PENAL,DENUNCIA,CONTRA LA FE PUBLICA,DISPOSICIONES COMUNES,438,Falsedad genérica (disposiciones comunes),92,080108,CUSCO,CUSCO,WANCHAQ,19/06/2023
ENERO - MAYO,2023,06/06/2023,CUSCO,PENAL,DENUNCIA,CONTRA LA FE PUBLICA,DISPOSICIONES COMUNES,439,Fabricación o tenencia de instrumentos para falsificar (disposiciones comunes),1,080108,CUSCO,CUSCO,WANCHAQ,19/06/2023
