periodo_denuncia,anio_denuncia,fecha_descarga,distrito_fiscal,especialidad,tipo_caso,generico,subgenerico,articulo,des_articulo,cantidad,ubigeo_pjfs,dpto_pjfs,prov_pjfs,dist_pjfs,fecha_corte
ENERO - MAYO,2023,06/06/2023,AMAZONAS,PENAL,DENUNCIA,CONTRA EL HONOR,"INJURIA,CALUMNIA Y DIFAMACION",130,Injuria,1,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,19/06/2023
ENERO - MAYO,2023,06/06/2023,AMAZONAS,PENAL,DENUNCIA,CONTRA EL HONOR,"INJURIA,CALUMNIA Y DIFAMACION",131,Calumnia,2,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,19/06/2023
ENERO - MAYO,2023,06/06/2023,AMAZONAS,PENAL,DENUNCIA,CONTRA EL HONOR,"INJURIA,CALUMNIA Y DIFAMACION",132,Difamación,2,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,19/06/2023
ENERO - MAYO,2023,06/06/2023,AMAZONAS,PENAL,DENUNCIA,CONTRA EL ORDEN ECONOMICO,DE OTROS DELITOS ECONOMICOS,241-A,Corrupción en el ámbito privado,1,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,19/06/2023
ENERO - MAYO,2023,06/06/2023,AMAZONAS,PENAL,DENUNCIA,CONTRA EL ORDEN FINANCIERO Y MONETARIO,DELITOS FINANCIEROS,246,Instituciones financieras ilegales,1,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,19/06/2023
ENERO - MAYO,2023,06/06/2023,AMAZONAS,PENAL,DENUNCIA,CONTRA EL ORDEN FINANCIERO Y MONETARIO,DELITOS FINANCIEROS,247,Financiamiento por medio de información fraudulenta,2,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,19/06/2023
ENERO - MAYO,2023,06/06/2023,AMAZONAS,PENAL,DENUNCIA,CONTRA EL ORDEN FINANCIERO Y MONETARIO,DELITOS MONETARIOS,252,Fabricación y falsificación de moneda de curso legal,1,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,19/06/2023
ENERO - MAYO,2023,06/06/2023,AMAZONAS,PENAL,DENUNCIA,CONTRA EL ORDEN FINANCIERO Y MONETARIO,DELITOS MONETARIOS,254,Tráfico de moneda falsa,6,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,19/06/2023
ENERO - MAYO,2023,06/06/2023,AMAZONAS,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,ABIGEATO,189-A,Hurto de ganado,33,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,19/06/2023
ENERO - MAYO,2023,06/06/2023,AMAZONAS,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,ABIGEATO,189-B,Hurto de uso de ganado,6,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,19/06/2023
ENERO - MAYO,2023,06/06/2023,AMAZONAS,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,ABIGEATO,189-C,Robo de ganado ,1,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,19/06/2023
ENERO - MAYO,2023,06/06/2023,AMAZONAS,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,APROPIACION ILICITA,190,Apropiación ilícita común,31,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,19/06/2023
ENERO - MAYO,2023,06/06/2023,AMAZONAS,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,APROPIACION ILICITA,191,Sustracción de bien propio,1,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,19/06/2023
ENERO - MAYO,2023,06/06/2023,AMAZONAS,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,APROPIACION ILICITA,192,Apropiación irregular,5,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,19/06/2023
ENERO - MAYO,2023,06/06/2023,AMAZONAS,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,APROPIACION ILICITA,193,Apropiación de prenda,1,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,19/06/2023
ENERO - MAYO,2023,06/06/2023,AMAZONAS,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,APROPIACION ILICITA,S/Art,APROPIACIÓN ILÍCITA,3,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,19/06/2023
ENERO - MAYO,2023,06/06/2023,AMAZONAS,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,CONTRA EL PATRIMONIO (Sin especificar delito subgenérico),S/Art,CONTRA EL PATRIMONIO,77,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,19/06/2023
ENERO - MAYO,2023,06/06/2023,AMAZONAS,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,DAÑOS,205,Daño simple,188,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,19/06/2023
ENERO - MAYO,2023,06/06/2023,AMAZONAS,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,DAÑOS,206,Formas agravadas,28,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,19/06/2023
ENERO - MAYO,2023,06/06/2023,AMAZONAS,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,DAÑOS,206-A,Abandono y actos de crueldad contra animales domésticos y silvestres,10,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,19/06/2023
ENERO - MAYO,2023,06/06/2023,AMAZONAS,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,DAÑOS,S/Art,DAÑOS,48,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,19/06/2023
ENERO - MAYO,2023,06/06/2023,AMAZONAS,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,ESTAFA Y OTRAS DEFRAUDACIONES,196,Estafa,127,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,19/06/2023
ENERO - MAYO,2023,06/06/2023,AMAZONAS,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,ESTAFA Y OTRAS DEFRAUDACIONES,196-A,Estafa agravada,6,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,19/06/2023
ENERO - MAYO,2023,06/06/2023,AMAZONAS,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,ESTAFA Y OTRAS DEFRAUDACIONES,197,Casos de defraudación,5,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,19/06/2023
ENERO - MAYO,2023,06/06/2023,AMAZONAS,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,ESTAFA Y OTRAS DEFRAUDACIONES,S/Art,ESTAFA Y OTRAS DEFRAUDACIONES,18,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,19/06/2023
ENERO - MAYO,2023,06/06/2023,AMAZONAS,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,EXTORSION,200,Extorsión.,43,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,19/06/2023
ENERO - MAYO,2023,06/06/2023,AMAZONAS,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,EXTORSION,201,Chantaje,3,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,19/06/2023
ENERO - MAYO,2023,06/06/2023,AMAZONAS,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,EXTORSION,S/Art,EXTORSIÓN,8,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,19/06/2023
ENERO - MAYO,2023,06/06/2023,AMAZONAS,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,FRAUDE EN LA ADMINISTR. DE PERS. JURID.,198,Administración fraudulenta,4,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,19/06/2023
ENERO - MAYO,2023,06/06/2023,AMAZONAS,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,FRAUDE EN LA ADMINISTR. DE PERS. JURID.,199,Contabilidad paralela,1,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,19/06/2023
ENERO - MAYO,2023,06/06/2023,AMAZONAS,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,HURTO,185,Hurto simple,159,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,19/06/2023
ENERO - MAYO,2023,06/06/2023,AMAZONAS,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,HURTO,186,Hurto agravado,308,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,19/06/2023
ENERO - MAYO,2023,06/06/2023,AMAZONAS,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,HURTO,187,Hurto de uso,3,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,19/06/2023
ENERO - MAYO,2023,06/06/2023,AMAZONAS,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,HURTO,S/Art,HURTO,166,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,19/06/2023
ENERO - MAYO,2023,06/06/2023,AMAZONAS,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,RECEPTACION,194,Receptación.,35,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,19/06/2023
ENERO - MAYO,2023,06/06/2023,AMAZONAS,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,RECEPTACION,195,Formas agravadas,11,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,19/06/2023
ENERO - MAYO,2023,06/06/2023,AMAZONAS,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,RECEPTACION,S/Art,RECEPTACIÓN,9,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,19/06/2023
ENERO - MAYO,2023,06/06/2023,AMAZONAS,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,ROBO,188,Robo.,1,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,19/06/2023
ENERO - MAYO,2023,06/06/2023,AMAZONAS,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,ROBO,189,Robo agravado,30,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,19/06/2023
ENERO - MAYO,2023,06/06/2023,AMAZONAS,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,ROBO,S/Art,ROBO,32,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,19/06/2023
ENERO - MAYO,2023,06/06/2023,AMAZONAS,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,USURPACION,202,Usurpación.,111,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,19/06/2023
ENERO - MAYO,2023,06/06/2023,AMAZONAS,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,USURPACION,203,Desvío ilegal del curso de las aguas,1,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,19/06/2023
ENERO - MAYO,2023,06/06/2023,AMAZONAS,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,USURPACION,204,Formas agravadas de usurpación,29,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,19/06/2023
ENERO - MAYO,2023,06/06/2023,AMAZONAS,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,USURPACION,S/Art,USURPACIÓN,42,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,19/06/2023
ENERO - MAYO,2023,06/06/2023,AMAZONAS,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR FUNCIONARIOS PUBLICOS,376,Abuso de autoridad,41,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,19/06/2023
ENERO - MAYO,2023,06/06/2023,AMAZONAS,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR FUNCIONARIOS PUBLICOS,377,"Omisión, rehusamiento o demora de actos funcionales (abuso de autoridad)",57,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,19/06/2023
ENERO - MAYO,2023,06/06/2023,AMAZONAS,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR FUNCIONARIOS PUBLICOS,380,Abandono de cargo (abuso de autoridad),1,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,19/06/2023
ENERO - MAYO,2023,06/06/2023,AMAZONAS,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR FUNCIONARIOS PUBLICOS,381,Nombramiento o aceptación ilegal (abuso de autoridad),5,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,19/06/2023
ENERO - MAYO,2023,06/06/2023,AMAZONAS,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR FUNCIONARIOS PUBLICOS,382,Concusión,6,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,19/06/2023
ENERO - MAYO,2023,06/06/2023,AMAZONAS,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR FUNCIONARIOS PUBLICOS,383,Cobro indebido (concusión),2,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,19/06/2023
ENERO - MAYO,2023,06/06/2023,AMAZONAS,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR FUNCIONARIOS PUBLICOS,384,Colusión simple y agravada (concusión),50,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,19/06/2023
ENERO - MAYO,2023,06/06/2023,AMAZONAS,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR FUNCIONARIOS PUBLICOS,387,Peculado doloso y culposo (peculado),45,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,19/06/2023
ENERO - MAYO,2023,06/06/2023,AMAZONAS,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR FUNCIONARIOS PUBLICOS,388,Peculado de uso (peculado),7,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,19/06/2023
ENERO - MAYO,2023,06/06/2023,AMAZONAS,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR FUNCIONARIOS PUBLICOS,389,Malversación (peculado),6,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,19/06/2023
ENERO - MAYO,2023,06/06/2023,AMAZONAS,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR FUNCIONARIOS PUBLICOS,390,Retardo injustificado de pago (peculado),2,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,19/06/2023
ENERO - MAYO,2023,06/06/2023,AMAZONAS,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR FUNCIONARIOS PUBLICOS,393,Cohecho pasivo propio (corrupción de funcionarios),5,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,19/06/2023
ENERO - MAYO,2023,06/06/2023,AMAZONAS,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR FUNCIONARIOS PUBLICOS,393-A,Soborno internacional pasivo (corrupción de funcionarios),1,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,19/06/2023
ENERO - MAYO,2023,06/06/2023,AMAZONAS,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR FUNCIONARIOS PUBLICOS,394,Cohecho pasivo impropio (corrupción de funcionarios),3,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,19/06/2023
ENERO - MAYO,2023,06/06/2023,AMAZONAS,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR FUNCIONARIOS PUBLICOS,395,Cohecho pasivo específico (corrupción de funcionarios),5,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,19/06/2023
ENERO - MAYO,2023,06/06/2023,AMAZONAS,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR FUNCIONARIOS PUBLICOS,395-A,Cohecho pasivo propio en el ejercicio de la función policial (corrupción de funcionarios),2,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,19/06/2023
ENERO - MAYO,2023,06/06/2023,AMAZONAS,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR FUNCIONARIOS PUBLICOS,398,Cohecho activo específico (corrupción de funcionarios),2,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,19/06/2023
ENERO - MAYO,2023,06/06/2023,AMAZONAS,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR FUNCIONARIOS PUBLICOS,399,Negociación incompatible o aprovechamiento indebido de cargo (corrupción de funcionarios),12,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,19/06/2023
ENERO - MAYO,2023,06/06/2023,AMAZONAS,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR FUNCIONARIOS PUBLICOS,400,Tráfico de influencias (corrupción de funcionarios),15,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,19/06/2023
ENERO - MAYO,2023,06/06/2023,AMAZONAS,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR PARTICULARES,361,Usurpación de función pública,12,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,19/06/2023
ENERO - MAYO,2023,06/06/2023,AMAZONAS,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR PARTICULARES,362,Ostentación de distintivos de función o cargos que no ejerce,1,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,19/06/2023
ENERO - MAYO,2023,06/06/2023,AMAZONAS,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR PARTICULARES,365,Violencia contra la autoridad para obligarle a algo,2,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,19/06/2023
ENERO - MAYO,2023,06/06/2023,AMAZONAS,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR PARTICULARES,366,Violencia contra la autoridad para impedir el ejercicio de sus funciones,2,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,19/06/2023
ENERO - MAYO,2023,06/06/2023,AMAZONAS,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR PARTICULARES,367,Formas agravadas (Art. 365 y 366),2,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,19/06/2023
ENERO - MAYO,2023,06/06/2023,AMAZONAS,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR PARTICULARES,368,Resistencia o desobediencia a la autoridad,77,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,19/06/2023
ENERO - MAYO,2023,06/06/2023,AMAZONAS,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR PARTICULARES,368-A,"Ingreso indebido de equipos o sistema de comunicación, fotografía y/o filmación en centros de detención o reclusión",8,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,19/06/2023
ENERO - MAYO,2023,06/06/2023,AMAZONAS,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR PARTICULARES,368-D,"Posesión indebida de teléfonos celulares o, armas, municiones o materiales explosivos, inflamables, asfixiantes o tóxicos en establecimientos penitenciarios",2,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,19/06/2023
ENERO - MAYO,2023,06/06/2023,AMAZONAS,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR PARTICULARES,368-E,"Ingreso indebido de armas, municiones o materiales explosivos, inflamables, asfixiantes o tóxicos en establecimientos penitenciarios",1,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,19/06/2023
ENERO - MAYO,2023,06/06/2023,AMAZONAS,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR PARTICULARES,371,Negativa a colaborar con la administración de justicia,1,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,19/06/2023
ENERO - MAYO,2023,06/06/2023,AMAZONAS,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR PARTICULARES,372,Atentado contra documentos que sirven de prueba en el proceso,1,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,19/06/2023
ENERO - MAYO,2023,06/06/2023,AMAZONAS,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR PARTICULARES,S/Art,DELITOS COMETIDOS POR PARTICULARES,1,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,19/06/2023
ENERO - MAYO,2023,06/06/2023,AMAZONAS,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS CONTRA LA ADMINISTRACION DE JUSTICIA,402,Denuncia calumniosa,4,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,19/06/2023
ENERO - MAYO,2023,06/06/2023,AMAZONAS,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS CONTRA LA ADMINISTRACION DE JUSTICIA,403,Ocultamiento de menor a las investigaciones,2,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,19/06/2023
ENERO - MAYO,2023,06/06/2023,AMAZONAS,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS CONTRA LA ADMINISTRACION DE JUSTICIA,404,Encubrimiento personal,1,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,19/06/2023
ENERO - MAYO,2023,06/06/2023,AMAZONAS,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS CONTRA LA ADMINISTRACION DE JUSTICIA,405,Encubrimiento real,2,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,19/06/2023
ENERO - MAYO,2023,06/06/2023,AMAZONAS,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS CONTRA LA ADMINISTRACION DE JUSTICIA,407,Omisión de denuncia,3,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,19/06/2023
ENERO - MAYO,2023,06/06/2023,AMAZONAS,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS CONTRA LA ADMINISTRACION DE JUSTICIA,408,Fuga del lugar del accidente de tránsito,5,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,19/06/2023
ENERO - MAYO,2023,06/06/2023,AMAZONAS,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS CONTRA LA ADMINISTRACION DE JUSTICIA,409,Falsedad en juicio,2,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,19/06/2023
ENERO - MAYO,2023,06/06/2023,AMAZONAS,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS CONTRA LA ADMINISTRACION DE JUSTICIA,409-A,Obstrucción de la justicia,2,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,19/06/2023
ENERO - MAYO,2023,06/06/2023,AMAZONAS,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS CONTRA LA ADMINISTRACION DE JUSTICIA,410,Avocamiento ilegal de proceso en trámite,1,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,19/06/2023
ENERO - MAYO,2023,06/06/2023,AMAZONAS,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS CONTRA LA ADMINISTRACION DE JUSTICIA,411,Falsa declaración en procedimiento administrativo,7,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,19/06/2023
ENERO - MAYO,2023,06/06/2023,AMAZONAS,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS CONTRA LA ADMINISTRACION DE JUSTICIA,412,Expedición de prueba o informe falso en proceso judicial,2,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,19/06/2023
ENERO - MAYO,2023,06/06/2023,AMAZONAS,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS CONTRA LA ADMINISTRACION DE JUSTICIA,414,Favorecimiento a la fuga,2,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,19/06/2023
ENERO - MAYO,2023,06/06/2023,AMAZONAS,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS CONTRA LA ADMINISTRACION DE JUSTICIA,416,Fraude procesal,4,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,19/06/2023
ENERO - MAYO,2023,06/06/2023,AMAZONAS,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS CONTRA LA ADMINISTRACION DE JUSTICIA,417,Ejercicio arbitrario de derecho. Justicia por propia mano,2,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,19/06/2023
ENERO - MAYO,2023,06/06/2023,AMAZONAS,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS CONTRA LA ADMINISTRACION DE JUSTICIA,418,Prevaricato,5,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,19/06/2023
ENERO - MAYO,2023,06/06/2023,AMAZONAS,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS CONTRA LA ADMINISTRACION DE JUSTICIA,423,Negativa al cumplimiento de obligaciones de notario y auxiliares jurisdiccionales,2,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,19/06/2023
ENERO - MAYO,2023,06/06/2023,AMAZONAS,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS CONTRA LA ADMINISTRACION PUBLICA (Sin especificar delito subgenérico),S/Art,DELITOS CONTRA LA ADMINISTRACIÓN PUBLICA,3,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,19/06/2023
ENERO - MAYO,2023,06/06/2023,AMAZONAS,PENAL,DENUNCIA,CONTRA LA CONF.Y.LA.BUEN.FE.EN.NEGOCIOS,LIBRAMIENTO Y COBRO INDEBIDO,215,Modalidades de libramientos indebidos,1,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,19/06/2023
ENERO - MAYO,2023,06/06/2023,AMAZONAS,PENAL,DENUNCIA,CONTRA LA DIGNIDAD HUMANA,EXPLOTACION,129-C,Explotación sexual,1,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,19/06/2023
ENERO - MAYO,2023,06/06/2023,AMAZONAS,PENAL,DENUNCIA,CONTRA LA DIGNIDAD HUMANA,EXPLOTACION,129-I,"Promoción y favorecimiento de la explotación sexual de niñas, niños y adolescentes",1,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,19/06/2023
ENERO - MAYO,2023,06/06/2023,AMAZONAS,PENAL,DENUNCIA,CONTRA LA DIGNIDAD HUMANA,EXPLOTACION,129-M,Pornografía infantil,1,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,19/06/2023
ENERO - MAYO,2023,06/06/2023,AMAZONAS,PENAL,DENUNCIA,CONTRA LA DIGNIDAD HUMANA,EXPLOTACION,129-Ñ,Esclavitud y otras formas de explotación,1,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,19/06/2023
